,Positive,Neutral,Negative
0,323,Parson says he'll rethink state's strategy if coronavirus cases spike during reopening | Coronavirus | http://stltoday.com https://www.stltoday.com/lifestyles/health-med-fit/coronavirus/parson-says-hell-rethink-states-strategy-if-coronavirus-cases-spike-during-reopening/article_6c70d8e6-010e-5510-aceb-bda3d24b62e0.html #moleg,386
1,">>A state official, speaking on background because he was not authorized to publicly discuss the terms of the deal, said New York entered into the contract with Oren-Pines at the direct recommendation of the White House coronavirus task force.&lt;&lt; ",@GOPLeader obviously knows how @realDonaldTrump has handled the #coronavirus is impeachable...#COVID19,Bi-State Development: End Metrolink fare enforcement during the coronavirus crisis - Sign the Petition! http://chng.it/PnzXs7zW via @Change
2,Coronavirus: Denied unemployment benefits in Florida? Here’s what you need to do https://www.wftv.com/news/local/coronavirus-denied-unemployment-benefits-florida-heres-what-you-need-do/X3NSAMMWGRA7XFFRAAKUQSCKCM Sent from my Samsung SM-G928T,"Amid Coronavirus Distress, Wealthy Hospitals Hoard Millions | Kaiser Health News ","U.S. Coronavirus Death Toll Is Far Higher Than Reported, C.D.C. Data Suggests "
3,"Live: Trump Meets With Hospitality, Automotive Leaders On Coronavirus Re... https://youtu.be/7h9LwA07EDM via @YouTube",Researchers Report First U.S. Dog With Coronavirus ,"Brainwashed by the Loony Left. And dangerous to the mother, too! At-Home Abortions Double During Coronavirus: “It Was So Comforting” to Kill My Baby at Home "
4,Here is a really good coronavirus tracker: ,Northland school district staff talk about impacts seen by employees during coronavirus pandemic. #InThisTogetherLPS #KSDBetterTogether #SSDPride,The 2nd wave to happen. #COVID19 #climate ‘Fantastic’ for the climate: Activists See Coronavirus Lockdowns As Dress Rehearsal for ‘Climate Emergency’ – Special Report. 
5,"Trump says coronavirus relief aid shouldn't go to sanctuary cities, teases upcoming travel ","If I’m going down during the #coronavirus it’ll be due to a sugar coma, not going to a beach","""We shouldn't be concerned about Coronavirus--way more people die of other things."" ""Yeah but..."" ""Do you know how many people are killed in car accidents?"" ""So, what are we doing about car accidents? We trying to curb those?"" ""Absolutely not."" "
6,5 Stocks Worth More Than They Were Before Coronavirus https://thelibertarianrepublic.com/5-stocks-worth-more-than-they-were-before-coronavirus/ #news via @thelibrepublic,Davis County has its first confirmed coronavirus case ,"Top story: U.S. Coronavirus Death Toll Is Far Higher Than Reported, C.D.C. Data Suggests http://www.nytimes.com/interactive/2020/04/28/us/coronavirus-death-toll-total.html, see more http://tweetedtimes.com/BrewNewsonTap?s=tnp"
7,"Leftist/deep state/Democrat attempts to undermine Trump and the country as a whole: Russia Investigation Impeachment Iran Gov’t Shutdowns Coronavirus I got it, how about a race war? Ridiculous people.","Right? If the #WuFlu was the subject, the buildup should have been charts of rising infection rates/mortality, but then headlines of the vaccine development right before the drop and cutting to the nurses carrying the ""dead"" coronavirus","A vaccine against #COVID19 could save millions of lives. @winstonpeters @jacindaardern, will New Zealand step up and pledge new money so @CEPIvaccines can fund an urgent vaccine and help eliminate coronavirus across the globe?"
8,Six Flags Safari Adventure reopens today. Here what it’s like during coronavirus crisis. https://tipsnews.info/six-flags-safari-adventure-reopens-today-here-what-its-like-during-coronavirus-crisis/ via @TipsNews,We are all niqabis now: Coronavirus masks reveal hypocrisy of face covering bans https://theconversation.com/we-are-all-niqabis-now-coronavirus-masks-reveal-hypocrisy-of-face-covering-bans-136030?utm_source=twitter&amp;utm_medium=bylinetwitterbutton via @ConversationCA,"More conservative anti-science news.... https://www.npr.org/sections/goatsandsoda/2020/04/29/847948272/why-the-u-s-government-stopped-funding-a-research-project-on-bats-and-coronaviru ""U.S. government has abruptly terminated funding for a years-long research project in China that many experts say is vital to preventing the next major coronavirus outbreak."""
9,"""Good Times Come with a Price"" Many of the Memorial Day partiers at the Lake of the Ozarks swimming pool parties were exposed to the coronavirus - and they've all gone home now and are exposing others. A calamity in the making discussed @https://pa-rocks-ramble.blogspot.com/2020/05/good-times-come-with-price.html",Gilead touts 'positive data' on drug as coronavirus treatment | TheHill ,"Over 60,000 deaths from the coronavirus pandemic. Millions of Americans unemployed. Another financial crisis on the horizon. But Beyoncé and Megan Thee Stallion are the top trending topics on @Twitter. What a time to be alive! #SavageRemix"
10,Premier League: No positive tests in fourth round of coronavirus testing https://tipsnews.info/premier-league-no-positive-tests-in-fourth-round-of-coronavirus-testing/ via @TipsNews,#STL city and county are staying closed a little while longer. Apparently we make up two thirds of our #coronavirus numbers. #StayHome #StayStrongSTL ,"1) All is not lost Andy. While we have a #of problems in America there is a lot of good also. We just sent men back to space, people are teaching out to help those affected by coronavirus, businesses large and small have ramped up production of items to fight the pandemic."
11,Lake of the Ozarks pool party reveler tests positive for coronavirus https://tipsnews.info/lake-of-the-ozarks-pool-party-reveler-tests-positive-for-coronavirus/ via @TipsNews,Jared Kushner’s “princely arrogance” set back the coronavirus response by weeks: report | http://Salon.com,whenever this die down i bet we won’t hear anything thing else about coronavirus
12,"Missourians aren’t empowered by super-human immunity. They’re subject to laws of biology & chemistry just as all other humans. We have no immunity to Coronavirus, ergo, we’re susceptible to it. COVID-19 will rise. Here faster than other places still following distance guidelines",Miscalculation at Every Level Left U.S. Unequipped to Fight Coronavirus - WSJ ,@nasa ...still look staged...to mii... ...ijs #spacexlaunch during unrest...a silver lining...maybe not...hear us...we dont care about space when our land is not cured of its problems... #riots2020 #coronavirus #GeorgeFloydProtests
13,Sounds good to me fuck Trump and his followers cuz I don't know if his father is a penitention but they know more stimulus checks coming and this motherfucker does not care about your help because if you did then you would have taken the coronavirus seriously from January ,"Mass layoffs begin in cities and states amid coronavirus fallout, threatening education, sanitation, health and safety ",Brazil’s coronavirus death toll overtakes Spain’s: Live updates https://tipsnews.info/brazils-coronavirus-death-toll-overtakes-spains-live-updates/ via @TipsNews
14,"Wearing masks can help reduce the spread of coronavirus, but the practice has led to a new complaint — “maskne,” breakouts caused by wearing a mask for long periods of time. https://dailyjournalonline.com/lifestyles/health-med-fit/how-to-prevent-maskne-and-other-face-mask-skin-issues-according-to-dermatologists/article_b0ca7c7e-b511-503d-ae84-0c50c8e64b45.html?utm_campaign=snd-autopilot&amp;utm_medium=social&amp;utm_source=twitter_dailyjournalmo",Why Georgia Is Reopening Amid the Coronavirus Pandemic - The Atlantic ,"Brazil records another 1,000-plus daily coronavirus deaths https://tipsnews.info/brazil-records-another-1000-plus-daily-coronavirus-deaths/ via @TipsNews"
15,Stopped by the local bar for a quick drink b4 meeting a friend for dinner. So far in 5 min have heard the patrons discuss: Illuminati Epidemics only happen in election years Coronavirus a slam on good ole boys who like to drink Corona Tuning out now &amp; ordering a double. ,DR. FAUCI BACKED CONTROVERSIAL WUHAN LAB WITH MILLIONS OF U.S. DOLLARS FOR RISKY CORONAVIRUS RESEARCH https://www.newsweek.com/dr-fauci-backed-controversial-wuhan-lab-millions-us-dollars-risky-coronavirus-research-1500741?amp=1&amp;__twitter_impression=true ,Coronavirus FAQs: Is It Safer To Fly Or Drive? Is Air Conditioning A Threat? https://tipsnews.info/coronavirus-faqs-is-it-safer-to-fly-or-drive-is-air-conditioning-a-threat/ via @TipsNews
16,I've had the flu like 3 times in the last 6 months. Maybe the flu shot isn't overrated. Unless this is the coronavirus. Then it'd only be the flu twice and that changes things.,Interested in 2019 nCov? Here's a 'symptoms' page by the CDC: https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html #COVID19 #COVID_19 #coronavirus,"This is going to be a painful night for America and the beginning of a massive new spike in coronavirus infections, but, the sacrifices being made might result in the biggest reforms in modern history. "
17,More diseases like Wuhan coronavirus will jump from animals to people. ,The Coronavirus has HIV proteins Cryspered into it. It’s a Bioweapon.,The number of people dying from the coronavirus in the U.S. far exceeds the number of people who would be expected to die in a normal year. Our analysis of CDC data shows how many more people are dying in each state. 
18,"This is a lie. 38% of people wouldn't buy Corona beer ""under any circumstances"", period. Meaning, they don't like Corona beer. Nothing to do with #COVID19. ","@realDonaldTrump Trumpy is nervous. Maybe you stop lying and you’ll see your polls go up. Oh yeah, stop acting like a 5 yr old. #TrumpMadness #trump2020 #MAGA2020 #POTUS45 #POTUS2020 #TrumpOwnsEveryDeath #coronavirus #Facebook #tiktok #Texas #Florida #Alabama #DenimDay2020 #Ohio","The past couple of months have been especially difficult as the coronavirus pandemic continues to take a toll on our lives. If you or someone you know needs assistance, please visit http://www.harvesters.org/get-help."
19,"As a medical doctor, I understand how this new #coronavirus can impact our region. This is a serious challenge. But our @SaintLouCo health professionals are prepared, our health system is resilient and our region’s top experts are working together. We are ready. #COVID19 ","As the novel Coronavirus continues to impact processing plants, food prices continue to rise. ",A look at how #Millennials are managing their #MentalHealth #During #Coronavirus. #Health #HealthyHabits #SelfCare #Therapy #Therapist #Isolation #Disconnection #Lonely #Friendships #Relationships #Friends #Family #WorkFromHome #Fear @businessinsider
20,#Trump's #COVID19 response is being run by political hacks.,Coronavirus must have just totally disappeared in 5 days ,New post (Coronavirus Emergency Declared; WHO Downplays Trade Impact) has been published on Palmer Leasing - 
21,Happy Friday! Wash your hands! Don’t forget to cough into the bend of your arm. Stay home if you’re not feeling well. #WashYourHands #COVID19 #Friday,"lol when faced with a busy day of some of the nations largest protests AND spikes of coronavirus across the country, Trump said “ou rocket ship!!!!”","Man its kinda scary the coronavirus could be at UCI, i go there to see my friends all the time..."
22,"From data dashboards and online learning platforms to #robot nurses and #AI diagnoses, technology has played an integral role in helping China combat #COVID19. Read more on the @UNDPChina blog ","Trump Ends Relationship WHO, Which Wanted to Use Coronavirus Funds to Kill Babies in Abortions ",First Person-to-Person Coronavirus Infection Reported in the U. S. https://www.ktts.com/2020/01/30/first-person-to-person-coronavirus-infection-reported-in-the-u-s/
23,Yes I was the first victim of coronavirus in the states.  Now accepting Venmo donations for my tremendous medical debt.  Thank you.,"After silence, Trump marks 100,000 US coronavirus deaths in tweet https://tipsnews.info/after-silence-trump-marks-100000-us-coronavirus-deaths-in-tweet/ via @TipsNews",He didn't die from coronavirus?
24,"Watching this excellent documentary series while China is quarantining millions to stop coronavirus is pretty damn scary. Also, these #antivax people are woefully misguided. #pandemicnetflix","Trump-fueled promotion of unproved coronavirus drug generated spike in prescriptions, study finds https://tipsnews.info/trump-fueled-promotion-of-unproved-coronavirus-drug-generated-spike-in-prescriptions-study-finds/ via @TipsNews",Boxed into what? COVID19&amp; the southern border/wall are 2 separate issues.
25,Professors Mary Ann Drake and Jody Spiess will be interviewed by @ksdknews about how to stay safe from the coronavirus. The story is tentatively scheduled for the 10 p.m. newscast.,Is the coronavirus airborne? Here’s what we know. https://tipsnews.info/is-the-coronavirus-airborne-heres-what-we-know/ via @TipsNews,You said the wall needed to be completed faster to stop COVID19. Did you forget that? This is Skeed trying to argue Mexicans are the real threat when it comes to the Chinese virus... 
26,"Stopped by the local bar for a quick drink b4 meeting a friend for dinner. So far in 5 min have heard the patrons discuss: 

Illuminati
Epidemics only happen in election years
Coronavirus a slam on good ole boys who like to drink Corona

Tuning out now & ordering a double. ",Coronavirus: Concerns mental health patients ‘denied justice’ https://tipsnews.info/coronavirus-concerns-mental-health-patients-denied-justice/ via @TipsNews,"What's really startling is that if the Chinese lethality rate of 2.3% is anywhere near accurate... That means roughly 3 million Americans could lose their lives. I don't tell you this to scare you, I just want you to be prepared. #COVID19US #COVID19 "
27,coronavirus sounds like an ad campaign,"This was a telling quote from a guest on today's show, ""Life, Community, and COVID-19."" We explored the future of #healthcare and heard what people's experiences with #telehealth have been like. Episode details: https://www.americaamplified.org/covid19-talk-show-episodes/pandemic-lessons-telemedicine #covid19 #coronavirus #AmericaAmplified",Btw: assuming bc someone is Asian they have covid19 IS racist.
28,"Oh, but the wall is so much more important in President Trumps playbook! 
Opinion | Our emergency response for coronavirus is working. Why is Trump set to reduce it? https://www.nbcnews.com/think/opinion/coronavirus-threat-needs-national-emergency-response-trump-s-putting-ours-ncna1124171 … via @NBCNewsTHINK",Your turn to catch the coronavirus young man! I see you are not social distancing,"Illness is spreading, but never fear and know your #workforce #management options! #coronavirus #COVID19 "
29,OMG when you listen to the news concerning coronavirus the cadence they use. Rather than just reporting the news in a calm matter of fact manner they make it sound like we’re in a pandemic. I’m sure millions of people are scared tonight for no good reason. Wash your hands,"According to Johns Hopkins University's tracking of coronavirus cases, Missouri's two-week trend of new cases is increasing. ",I’m not for chaos. I’m for preparedness. Timing and treatments for #critical illness in those with #COVID19 #SARS_CoV_2. From the recent https://link.springer.com/article/10.1007/s00134-020-05967-x.
30,A guy coughed right next to me at Costco and now I for sure have the coronavirus so it's been real guys.,"Car-buying in the coronavirus era is moving online, but traditional dealerships aren't going away any time soon https://bit.ly/3gvpZMa",#US offers to help #Iran as #Coronavirus death is rising . #COVID19 
31,"Everyone needs to do their own research work on this new virus.  

I have and now I am strongly convinced this is very possibly a SARS & Coronavirus mutation. Inline with the whistleblower doctor theory from China who died. 
I will remain open to future research results. https://twitter.com/chiIIum/status/1226277094541402114 …",So is coronavirus still a thing orrrr?,#Iran Closes Schools as #Coronavirus death rises . #COVID19 
32,"His answer:
No. Coronavirus are everywhere all year long causing the common cold. Much like the flu, they mutate quickly that is why the flu shot has to constantly change to keep up",Coronavirus Showed How Globalization Broke the World ,"What's crazy about this virus is that children under 10, usually vulnerable to viruses like the elderly, have been mostly unscathed by #COVID19. Maybe the virus is tired of the #Boomers and trying to expedite their exit. "
